 5n-lacey.09-Eng        Tebo-ICT,  license #BoJie
C16006       -3.2205    2.9803  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16007       -2.6634    2.9921  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16008       -2.0846    2.9783   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16009       -4.3583    2.9764   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16010       -4.3130    2.9764   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16011       -3.8032    2.9350   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16012       -3.7559    2.9350   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16013       -3.2461    2.9232   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16014       -3.1988    2.9232   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16015       -2.6890    2.9350   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16016       -2.6417    2.9350   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16017       -2.1299    2.9783   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16018       -4.3563    2.8622   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16019       -3.7815    2.7638  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16020       -3.2244    2.7520  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16021       -2.6673    2.7638  180.0  AA   (T)  '0402_P7-W', '0402_P7-W'
C16022       -2.0846    2.7756   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16023       -4.1240    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16024       -2.8701    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16025       -2.6417    2.7087   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16026       -2.6890    2.7087   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16027       -2.4173    2.5354    0.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16028       -3.1988    2.6949   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16029       -3.2461    2.6949   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16030       -2.1279    2.6988   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16031       -3.7559    2.7087  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16032       -3.8032    2.7087  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16033       -4.3130    2.7667   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16034       -3.4842    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16035       -4.2549    2.5197  270.0  AA   (T)  '0201_P33', '0201_P33'
C16036       -3.8543    2.5413  180.0  AA   (T)  '0201_P33', '0201_P33'
C16037       -3.8110    2.5315  270.0  AA   (T)  '0201_P33', '0201_P33'
C16038       -3.2972    2.5315  270.0  AA   (T)  '0201_P33', '0201_P33'
C16039       -3.1368    2.5276  270.0  AA   (T)  '0201_P33', '0201_P33'
C16040       -2.7500    2.5413  180.0  AA   (T)  '0201_P33', '0201_P33'
C16041       -2.5925    2.5315  270.0  AA   (T)  '0201_P33', '0201_P33'
C16042       -2.2992    2.5413  180.0  AA   (T)  '0201_P33', '0201_P33'
C16043       -2.6417    2.5965  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16044       -2.4842    2.5354    0.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16045       -3.4193    2.5354  180.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16046       -3.1988    2.5807  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16047       -2.6890    2.5965  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16048       -2.1299    2.5965  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16049       -2.9980    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16050       -2.9419    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16051       -3.2461    2.5807  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16052       -2.3691    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16053       -3.5650    2.5354  180.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16054       -3.7559    2.5965  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16055       -3.8032    2.5965  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16056       -4.1614    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16057       -4.1988    2.5197  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16058       -4.3130    2.5226  270.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16059       -3.7815    2.6516  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16060       -2.0886    2.5965  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16061       -4.3573    2.7667   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16062       -3.2244    2.6378  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16063       -2.6673    2.6516  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16064       -2.6890    2.8209   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16065       -2.1279    2.8524   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16066       -2.6417    2.8209   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16067       -3.2461    2.8091   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16068       -3.1988    2.8091   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16069       -3.7559    2.8209   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16070       -3.8032    2.8209   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16071       -4.3130    2.8622   90.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C16072       -3.7870    2.4256   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16073       -3.9999    2.9621    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16074       -2.2173    2.9070    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16075       -4.2585    2.9348  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16076       -2.5961    2.9622  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16077       -2.9430    2.8619  270.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16078       -2.5805    2.9002    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16079       -3.3720    2.8933  270.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16080       -2.0335    2.9823   90.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C16081       -2.0689    2.9163    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C16082       -3.7776    2.8779  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16083       -3.2224    2.8661  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16084       -2.6654    2.8799  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C16090       -2.7197    2.8848   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16091       -3.2784    2.9618  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16092       -2.0634    2.9154   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16093       -3.7150    2.9622  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16094       -3.5279    2.9620  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16095       -2.7358    2.9618  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C16096       -4.3121    2.9252   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C16097       -2.1300    2.9272  270.0  AA   (T)  '0201_P33', '0201_P33'
C17001       -4.0199    2.8753    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C17002       -3.4626    2.8754    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C17003       -2.9949    2.6059  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C17004       -2.3948    2.6472  135.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C18001       -4.1001    1.7161    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C18002       -4.4969    1.9782  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C18003       -4.2435    1.6675    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C18004       -4.3593    1.8150  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C19001       -3.7961    2.3480   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C19002       -3.7854    2.2953  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C19003       -3.7744    2.3480   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C20003       -1.7657    2.0374  270.0  AA   (T)  '0201S_P33', '0201S_P33'
C20004       -1.8386    1.9803   90.0  AA   (T)  '0201S_P33', '0201S_P33'
C20005       -2.7756    2.4813  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C20006       -2.6811    2.6083  270.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C20011       -2.7213    2.3577   90.0  AA   (T)  '0201_P33', '0201_P33'
C20012       -2.7535    2.3577   90.0  AA   (T)  '0201_P33', '0201_P33'
C20013       -2.6850    2.3484    0.0  AA   (T)  '0201_P33', '0201_P33'
C21002       -2.0502    2.5581  270.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C21003       -1.9596    2.3032  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C21004       -2.0029    2.3032  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C21005       -1.9380    2.3032  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C21006       -1.9813    2.3032  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C22001       -1.9163    2.2402  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C22002       -1.9163    2.1998   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C22003       -2.6772    2.5197    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C22004       -1.9852    2.2421   90.0  AA   (T)  '0201S_P33', '0201S_P33'
C22005       -1.9852    2.2008  270.0  AA   (T)  '0201_P33', '0201_P33'
C22006       -1.9849    2.2838  270.0  AA   (T)  'CAP_0201_P33MM', 'CAP_0201_P33MM'
C22007       -1.9852    2.1604  270.0  AA   (T)  '0201_P33', '0201_P33'
C22008       -2.5201    2.6224  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C22009       -2.6378    2.6378    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C22010       -2.5100    2.5150  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C22011       -2.6378    2.6083  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C22012       -2.7073    2.6467  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C23001       -1.9181    2.1994    0.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C24003       -1.9496    0.4717  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24004       -1.9811    0.4717  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24005       -1.9496    0.3467  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24006       -1.9811    0.3467  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24007       -2.7075    1.3529  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C24008       -2.7291    1.3529  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C24020       -2.3633    0.3355  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24021       -2.3633    0.3670  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24022       -2.4887    0.3355  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24023       -2.4887    0.3670  180.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C24030       -2.0161    1.5767  180.0  AA   (B)  '0201S_P33_B', '0201S_P33_B'
C24031       -2.3518    1.9024  270.0  AA   (B)  '0201S_P33_B', '0201S_P33_B'
C24032       -2.3735    1.9024  270.0  AA   (B)  '0201S_P33_B', '0201S_P33_B'
C25001       -2.4550    2.5197  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26001       -2.7087    1.8528  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26002       -2.7461    2.0185  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26003       -1.8966    1.6102    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26004       -1.8966    1.6437    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26005       -2.6732    1.7500   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26006       -2.6417    1.7500  270.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26007       -2.5450    1.7300  270.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26008       -2.6453    1.8528  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26009       -2.1319    2.0905  270.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26010       -2.0436    1.7096    0.0  AA   (T)  '0402_P56MM', '0402_P56MM'
C26011       -1.8106    1.7471  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26012       -2.5945    1.7343  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26013       -2.5945    1.7657  180.0  AA   (B)  '0402_P55MM-S_B', '0402_P55MM-S_B'
C26014       -2.4790    2.4492  180.0  AA   (B)  '0402_P55MM-S_B', '0402_P55MM-S_B'
C26015       -2.6831    2.0177  180.0  AA   (B)  '0402_P55MM-S_B', '0402_P55MM-S_B'
C26016       -2.6831    2.0488  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26017       -2.6831    1.9862    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26018       -1.7943    1.6939   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26019       -2.6417    1.6555   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26020       -2.5935    1.6490    0.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26021       -2.6400    1.9902  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26022       -2.5450    1.7850   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26023       -2.0413    1.8917  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C26024       -2.0417    1.7490  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C26025       -2.0413    1.9400    0.0  AA   (T)  '0603_P9MM', '0603_P9MM'
C26026       -2.0435    1.5236    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26027       -2.0413    1.4272    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26028       -2.0435    1.6693    0.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C26029       -2.0394    2.0423    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26030       -2.0394    2.1368    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26031       -2.0089    1.3621  270.0  AA   (T)  '0603_1-W', '0603_1-W'
C26032       -1.7864    1.4596    0.0  AA   (T)  '0805_1P45MM', '0805_1P45MM'
C26033       -2.0394    2.1850    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26034       -1.9181    2.1639    0.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C26035       -1.9102    2.1206    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26036       -2.0197    2.3297    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26037       -2.0394    2.2815    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26038       -2.0394    2.2333    0.0  AA   (T)  '0603S_1-W100', '0603S_1-W100'
C26039       -1.9876    2.0207   90.0  AA   (T)  '0201_P33', '0201_P33'
C26040       -2.5620    1.9585  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26041       -2.6063    1.9585  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26042       -2.6402    2.0303   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26043       -2.5974    2.0264  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26044       -2.6994    1.9154  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26045       -2.6994    1.7842   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26046       -2.6000    1.6800    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26047       -2.5950    1.7950  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26048       -2.5835    1.9585  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26049       -2.2677    1.8349  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26050       -2.1941    1.6195  270.0  AA   (T)  '0201_P33', '0201_P33'
C26051       -2.1941    1.4579  270.0  AA   (T)  '0201_P33', '0201_P33'
C26052       -2.1941    1.5059   90.0  AA   (T)  '0201_P33', '0201_P33'
C26053       -2.1941    1.7370  270.0  AA   (T)  '0201_P33', '0201_P33'
C26054       -2.5606    1.6799  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26055       -2.1941    1.9443   90.0  AA   (T)  '0201_P33', '0201_P33'
C26056       -2.6994    1.9496  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26057       -2.6383    1.9285  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C26058       -2.6189    1.8213  180.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26059       -2.7382    1.9364   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26060       -2.7201    1.7331   90.0  AA   (B)  '0402_P56MM_B', '0402_P56MM_B'
C26061       -2.8000    1.9400   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28001       -4.1811   -0.0098   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28002       -4.1378   -0.0098   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28003       -4.1594   -0.0098   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28004       -3.9862   -0.0095   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28005       -3.9675    0.0522    0.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C28006       -3.9774    0.0847    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28007       -4.0079   -0.0095   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28008       -4.1161   -0.0098   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28009       -3.9774    0.0634    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28010       -4.0512   -0.0098   90.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28011       -3.9774    0.0423    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28012       -3.9774    0.0207    0.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28015       -4.1850    0.4514  270.0  AA   (B)  '0201_P35MM-W_B', '0201_P35MM-W_B'
C28016       -4.1850    0.3697  270.0  AA   (B)  '0201_P33MM_B', '0201_P33MM_B'
C28017       -3.9773    0.2581    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28018       -3.9774    0.2795    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28019       -3.9774    0.2146    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C28020       -3.9095    0.2628   90.0  AA   (T)  'CAP_0201_14MIL', 'CAP_0201_14MIL'
C28021       -4.0049    0.1034  270.0  AA   (T)  'CAP_0201_14MIL', 'CAP_0201_14MIL'
C29021       -4.7400    0.3450  270.0  AA   (T)  '0201_P33', '0201_P33'
C29022       -4.7550    0.1700   90.0  AA   (T)  '0201_P33', '0201_P33'
C29023       -4.6750    0.4050    0.0  AA   (T)  '0201_P33', '0201_P33'
C30001       -5.1152    0.4124    0.0  AA   (T)  '0201_P33', '0201_P33'
C30002       -5.1152    0.3691    0.0  AA   (T)  '0201_P33', '0201_P33'
C30003       -5.1950    0.4450    0.0  AA   (T)  '0201_P33', '0201_P33'
C31001       -4.7441    0.2963    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31002       -4.7933    0.3770  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31003       -4.7244    0.4518  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31004       -4.7785    0.3061   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31006       -5.0620    0.4498  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31007       -4.9380    0.3780    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31008       -4.5207    0.4803    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31009       -4.7372    0.7018   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31010       -4.5098    0.3720   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31011       -5.0500    0.5300  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31012       -5.1200    0.5850  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31013       -5.1050    0.5137  180.0  AA   (T)  '0201_P33', '0201_P33'
C31014       -4.7000    0.6300  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31015       -4.4700    0.5200    0.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C31016       -5.1850    0.6100  180.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C3301        -5.1263   -0.0431  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C3302        -5.1024   -0.0431  270.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C3303        -5.5255   -0.0403   90.0  AA   (B)  '0201_P33_B', '0201_P33_B'
C37001       -1.5057    1.9957  270.0  AA   (T)  '0201_P33', '0201_P33'
C37002       -1.7607    2.0694    0.0  AA   (T)  '0201_P33', '0201_P33'
C38001       -1.6703    2.4764   90.0  AA   (T)  '0201_P33', '0201_P33'
C38002       -2.0065    2.4777  270.0  AA   (T)  '0201_P33', '0201_P33'
C38004       -2.0069    2.5587  270.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C38005       -1.6693    2.6811   90.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C38006       -1.6600    2.7400  270.0  AA   (T)  '0402_P65-W', '0402_P65-W'
C38007       -2.0300    2.4750   90.0  AA   (T)  '0201_P33', '0201_P33'
C38008       -2.0200    2.6300    0.0  AA   (T)  '0201_P33', '0201_P33'
C39001       -1.3032    1.3859  218.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C39006       -4.3150    0.0020    0.0  AA   (T)  '0201_P33', '0201_P33'
C40001       -7.8004    1.5963   90.0  AA   (T)  '0402_P57MM', '0402_P57MM'
C40002       -7.8177    1.5431   90.0  AA   (T)  '0201_P33', '0201_P33'
C40003       -7.7947    1.2343  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40004       -7.7554    1.3053  270.0  AA   (T)  '0201_P33', '0201_P33'
C40005       -7.8961    1.5659  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C40006       -7.8780    1.5315  180.0  AA   (T)  '0201_P33', '0201_P33'
C40008       -7.7358    1.5417   90.0  AA   (T)  '0201_P33', '0201_P33'
C40009       -7.7017    1.5633   90.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C40010       -7.7639    1.5535   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40011       -7.7921    1.5417   90.0  AA   (T)  '0201_P33', '0201_P33'
C40012       -7.6587    1.3797    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C40014       -7.6075    1.4764    0.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40015       -7.6587    1.4423    0.0  AA   (T)  '0201_P33', '0201_P33'
C40016       -7.7593    1.2343  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40017       -7.7345    1.3053  270.0  AA   (T)  '0201_P33', '0201_P33'
C40018       -7.8922    1.2846  180.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C40019       -7.8922    1.3144  180.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C40020       -7.7239    1.2343  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40021       -7.7129    1.3054  270.0  AA   (T)  '0201_P33', '0201_P33'
C40022       -7.9739    1.5442  180.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40023       -7.6898    1.3054  270.0  AA   (T)  '0201_P33', '0201_P33'
C40024       -7.6569    1.2343  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40025       -7.7836    1.3020  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40026       -7.8385    1.5431   90.0  AA   (T)  '0201_P33', '0201_P33'
C40027       -7.8345    1.5963   90.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40028       -7.8456    1.3020  270.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C40029       -7.8161    1.3020   90.0  AA   (T)  '0402_P55MM-S', '0402_P55MM-S'
C40031       -7.8311    1.2352  270.0  AA   (T)  '0402_P7MM-W', '0402_P7MM-W'
C40032       -7.9437    1.3188  180.0  AA   (T)  '0201_P33', '0201_P33'
C40033       -7.9437    1.2972  180.0  AA   (T)  '0201_P33', '0201_P33'
C40034       -7.8961    1.6131  180.0  AA   (T)  '0603_1MM-W', '0603_1MM-W'
C41001       -7.8950    1.4400    0.0  AA   (T)  '0402S_P65-W', '0402S_P65-W'
C41002       -8.4823    1.5059    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C41004       -7.9750    1.5100  180.0  AA   (T)  'CAP_0402_28MIL', 'CAP_0402_28MIL'
C41005       -8.5216    1.5059    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
C41006       -8.5216    1.4095    0.0  AA   (T)  '0201_P33MM', '0201_P33MM'
